Year,Model,Color,Drivetrain,Base MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer
2023,LC 500h,Infrared,RWD,100450,0,100450,At dealer,False,Available,JTHBY5AY0PA002532,Chatham Parkway Lexus
2023,LC 500h,Ultra White,RWD,99450,0,99450,At dealer,False,DealerHold,JTHBY5AY6PA002499,Lexus of Wesley Chapel
2023,LC 500h,Atomic Silver,RWD,100450,0,100450,At dealer,False,,JTHBY5AY7PA002530,Keyes Lexus
2023,LC 500h,Infrared,RWD,100450,0,100450,At dealer,True,DealerHold,JTHBY5AY8PA002536,Sewell Lexus
2023,LC 500h,Caviar,RWD,100450,0,100450,At dealer,False,,JTHBY5AY9PA002531,Larry H. Miller Lexus Murray
